Id,ProductId,HelpfulnessNumerator,HelpfulnessDenominator,UserId,Score
372457,B0083T6HC0,0,0,A1USBUTB9GUPZ7,3
11345,B005HTRM2S,0,0,A3HBZYCHTIGP5S,1
80847,B0032CJYCS,0,0,A1LN0GTOZLCIS8,5
90993,B00430EJR8,0,0,A259MPG6SOL02P,2
146065,B000SDKDM4,1,1,AQQPLP04GOQN8,2
443619,B002IEEQGA,0,0,AIW8UZ2ZROY3D,5
323472,B004XGCYII,0,0,A1Z5HZLK28CNLW,5
561687,B001EO7IOW,0,0,A29QXI9MWCVO7Q,4
47595,B000LQTTVY,0,0,A2R1HUYHXV7H18,5
413022,B0076YVPWU,0,0,A1PB9XZDJNY3YR,4
10804,B001SAOL8S,0,0,A160BE5UCV1WRJ,5
152657,B001HXNIPS,0,0,A2QKR76V7V4B3M,5
181804,B0009F3POY,0,0,AARG78XNE18X7,4
190605,B0085000BG,2,3,A1C6CCC3NHAL75,1
296300,B0000EWQIA,0,0,A1NAH0MPCTSBZM,5
190349,B005TKX576,0,0,A1QP17D4X705C,5
50082,B00473NXPA,0,0,A1DAHZRJTX5X1Z,5
458136,B004N5J568,0,0,A1DGWYBE1CPLGS,4
579,B000G6RYNE,1,1,AV51MFS5XJXFP,5
93194,B007FFG6X8,0,0,A2LLTEEKPS21WU,5
436881,B007KIOBMS,0,0,A5IY506P3XG3N,5
204793,B000I4SJY2,0,0,A37FGSJPI6OYYU,5
19974,B001G0NKVO,0,0,A3CKOV3WEYEQDJ,4
44562,B008OISJQC,0,0,A5BQ1TSOCL4JZ,5
284934,B008892DPA,0,0,A2RLERHASR0RLP,5
343751,B00284TTG2,0,0,A20KQ7B2OO1YYC,5
307328,B004QH1E3K,0,0,A1K4X0GCXSCE1A,5
95243,B00401OZ1U,0,0,A1UCJ4TF3ONS94,5
321440,B001EQ5INS,0,0,A3A9PFZ95H8BAK,2
130051,B005LTHR5G,0,0,A2UQJQ1XTHUDY8,3
274550,B004IS42K4,0,0,A198FU6P1BVUNZ,5
374569,B004IXUN6Q,0,0,AD9D3JM49J7UO,5
358505,B003O5Q3W2,0,0,A1F3VXJWUTXRQS,4
154059,B001EQ4GZ4,0,0,A2OHGDGN3IX854,5
153724,B000HDMW8S,0,0,ABXHM39YM2NT1,1
65122,B008NFY1HM,0,0,A3A4E87J8OMUPZ,5
347649,B000HDL1KI,0,0,A1HN0WW8H4MYC6,5
19893,B00390T5JA,0,0,A2AEBH3O9EKFV4,4
2485,B003ZRHYU4,0,0,A28FB06HXHZD45,5
3574,B0044UT0O4,1,1,A2PJY65MJKBBTJ,5
388200,B007RTR8UC,0,0,AEL6CQNQXONBX,4
471013,B001SB0FC8,0,0,ALB3OA1M9QXLE,5
166524,B003AYGMNC,0,0,A2YDLKCMTWOZG6,5
397534,B005B2YTFO,0,0,A3DRKIHB704DFY,5
464969,B004C1WO7K,0,0,A2DVUXUPAZ3TYL,5
484553,B00018U7RW,0,0,A39ESE8N7ELHJR,5
283959,B0026TDDTI,0,0,A35XCI71JV9SQJ,5
182153,B007ZEJ9YW,0,0,A12JLZ8VW7ZNL9,5
326215,B001EO5YTS,0,0,A2PBJAJXH8KE06,5
471846,B001EVHWVE,0,0,A6HYR8PLOB0PY,4
479927,B005P0VIM4,0,0,A2Y2XCKAX9IJZC,3
303023,B000SATICI,0,0,AJGPFBXETQI3C,5
400977,B0016PC4TS,0,0,A2705TYWNRS495,3
533886,B003S6ONQA,0,0,A217A93S0LHMHZ,5
529529,B00815PM4U,0,0,A24BB85D7J91VB,5
404824,B0017JSDFC,0,0,A1E50YAQVTYE76,5
407961,B00473JLA6,0,0,AXTVDAONMTPU8,5
502769,B001P7AZN4,0,0,A1EJSN2UUFB9TK,5
175260,B0012NUVN0,0,0,A199W7YA9Z7WKC,1
490628,B00017P2KU,0,0,A2XMR57G65YL,3
127599,B0002LD9IW,0,0,A1MNW5KT0Q2R0O,5
303019,B000SATICI,1,1,AUTZDR8WJD5HS,3
110849,B001EPQN7E,0,0,A15XTW7ZFIY9LB,5
302064,B002ZBE67K,0,0,A2FKNAOSP2965J,5
314778,B0033ZK42S,0,0,A2QS3BO4Y5VNZ9,4
400371,B0076YVPD4,0,0,A2FQHAYSPJO1WP,4
503555,B006VFH0M4,0,0,A5W8LAYLOS26Q,4
357496,B0007DGQAI,0,0,A2KI9BQN6QHXCK,5
10844,B0034KP00S,0,0,A2ILSYQM0CO9SC,2
119261,B009LSMTWE,0,0,A1YIJQ25QOTSMS,5
539842,B001E4Q5GO,0,0,A2X02RWQ8RFYUW,5
91608,B0052OP2CU,0,0,A3M23NO58QEISR,5
489184,B002IVDATM,0,0,A293VL9NIXP7D4,5
404563,B001LQRJEW,0,0,A5X6PJANY4XW4,5
391043,B0059SE95A,0,0,A21142VAQCD3KH,4
21037,B002QWP89S,0,0,A2X3YTM5NLPUVT,5
182022,B0009F3POY,0,0,A3ACXDRZ6I4P6E,1
233584,B000LRFWNC,0,0,A3RTHE6GDHJFCU,5
83063,B007TGDXNO,1,1,A3G16ZLYCE6RI4,4
109474,B004OVWQDA,0,0,AVFKQPXIQ7AFT,5
393523,B000G1CPRO,0,0,AENW5MA5IXCCY,5
69789,B0040QBAU4,0,0,A3VIJ65HJ1TVVD,5
329386,B0001A0ZHM,0,0,A2EDNVRZN6NB7V,5
493588,B002KLLHF4,0,0,A3J51LPG76QDF3,5
461372,B0050D9D64,0,0,AQUWZQCBF1KGO,1
301428,B0084I216G,1,1,A1772H057FWWQ,5
429143,B0018CIP6K,0,0,A1Q1MUL6N9R086,5
11306,B007XF094W,0,0,A1NRHRFRTAE0VH,5
568202,B003RWVFEI,0,0,AWLOGXHSYE1Q1,5
496390,B004B9P420,0,0,AIMNIIXB7HUFG,5
410469,B007T2MW76,0,0,ACIIT27XMHKMA,5
417020,B000V1P422,0,0,A14BSRAF1A676R,4
189239,B004XUDX16,0,0,AX1I6FQ3VJLS0,5
372338,B006TKO80I,0,0,A2KH2AB4DO2DU2,5
337788,B0012UG416,0,0,A2BJ9MXH48C9WA,5
123918,B000FYVKOG,0,0,A3M4G7QJY3C5I3,2
121356,B001YJ9IM2,0,0,A31TTRZT3M4JQP,5
186419,B001L4JH5I,0,0,A3TJX2FGPKB4WS,5
137,B002SRYRE8,0,0,A198FU6P1BVUNZ,5
285173,B001E5E3JY,0,0,A58NKTJDKKQ1X,5
183274,B003X0RUNE,0,0,AA4PDTRXL1R61,1
178844,B0002LIUAE,0,0,A2A0AAMJ0YHIKC,4
220055,B006KK4GUO,1,1,A3I7WN805F3WZD,5
466775,B008EODE4S,0,0,A20GVAES71LRJV,1
22334,B0049D7JQW,0,0,A24SNRT3P4Q71L,5
189264,B0027U8RHO,0,0,AK8HU2QN7GXG1,5
554771,B007JT7ARQ,0,0,A282RNKOO2P5RT,3
6228,B005OBHPUS,0,0,ART1VF68PRI72,5
36345,B0085V3YFO,0,0,A1WK1H6GCINFHV,4
388385,B001EO5ZN8,0,0,AN0KDGNKMHEKI,5
81341,B002AQYN3W,0,0,A3FA097FAP8ZUY,5
432898,B0001FFK40,0,0,A1F9OGZ5JV2N9C,3
280088,B001CMMJFY,0,0,AAB25YGBZOEIC,5
131599,B003XLWQFA,0,0,ABY7ZUPSW3EQ9,1
528309,B004UGNT6M,0,0,A1V0L6ZGWRVZW8,2
115111,B000F4F95M,0,0,A3AURNIQOJ9UJB,5
95455,B004N5KLLQ,0,0,A3SJ0X4MMV6CEH,5
120390,B005K4Q37A,0,0,A3UIV2N4A2V7XO,1
77418,B001EQ4RVC,0,0,A347NQWOUVSC34,5
240368,B001VJ0B0I,0,1,A1CMD08Z49PGKQ,5
378948,B005ZBZLPI,2,2,A1C5HNZK441XDL,1
492259,B000MRTSB8,0,0,A1P7VB4LQZJQ1U,1
436297,B005M4P4SM,0,0,A1IUCA66XMOJLI,5
293509,B008JV32GQ,0,0,A1ZIXALTABCTCG,5
10588,B0018CJMIA,0,0,ADLY4DD72RPQM,5
296624,B003ZUPW4Q,0,0,A26ONF960LRHYI,5
90563,B000LKYX5C,0,0,AYN1FWC8U7WOA,2
244676,B003MP15TU,0,0,A1YP1YS7DXEV51,5
146656,B001KNASEO,0,0,AM7DPZS09L02T,1
214730,B001KQAR24,0,0,AGQ7UHFZTUG2S,5
158412,B006J0WM5Q,0,0,A1QGNCZWM9MVVH,5
263704,B008ADQONG,0,0,A3I8RIBAXJ31HK,5
332802,B00158Q2OY,0,0,A1Q5X4WQP56GUM,5
244707,B000N7YKQ0,0,0,AFQTEBJ1SSBB8,3
203223,B003RRFACQ,0,0,A2DM3395C6ZUTL,4
244708,B000N7YKQ0,0,0,A9H3V8AOZD2PF,5
95925,B002SSIQZI,0,0,AUP6KB4477Y9N,5
513746,B006VP0IKK,0,0,AYBAGL7AFKCMO,5
69421,B002NRKWXI,0,0,A2CJHP5SH2VIJX,5
315353,B0033CD0F4,1,1,A2H9UTDQ1E4MYV,1
559921,B003EMSM0G,0,0,AQTX71IBF05E6,5
82794,B00122CM60,0,0,A246Q2WX8J5PSM,5
113377,B000GG1O8A,0,0,A3VZQLBQID7TAC,5
424692,B00473P4X4,0,0,AH20PF329EKG1,5
236347,B0092QX6Z4,0,0,A1P1SI2RZQEF5B,5
33605,B003ZIF34C,0,0,A2P3BQNIAGDS8V,5
516183,B008I1XPKA,1,2,#oc-R1AYD24FXE1MV7,4
448910,B001EO5Z0G,0,0,A26QHFBGE6XROR,5
540341,B0008309SW,0,0,A17OCLWA8V8X5G,5
83758,B0036VLZ8G,0,0,A4X7NCCX5TPWG,5
200599,B000NMDVEW,0,0,ASC0DSKYSVRTP,5
351424,B0032CDV7M,0,0,A8CDBDABE5O3N,5
438551,B006045OH4,0,1,A2ADCNAK9T98BA,5
303564,B007PM9NKY,0,0,A2LYYZX378GXO5,4
355317,B0041EXRHE,0,0,A3SKANPO0DJUDK,5
127805,B00719WZME,0,0,A3MKZ7L6H8HAE7,5
386948,B005NDXEM0,0,0,A230SSC49W79HD,4
207991,B001KYBRO8,0,0,A39NBN4TXI4VPE,4
235820,B000YG64DW,1,1,A2Q7OJTVPIO2XH,5
548319,B000GUOA8W,0,0,A1LPBZLHP4YP66,5
14324,B001CWV4PA,0,0,A3G038464EU8O1,5
172074,B007RVT5B0,0,0,A13WTW1IQFI0GF,4
478379,B002ULC3KW,0,0,A1ODKP5Y7DPMM1,5
53184,B002UUJ590,1,1,A2P0K31XQVSA0J,5
127777,B001EPQ1UI,0,0,A1PB1Y1BRW1L4Z,5
263374,B00014JNI0,0,0,A3CNZ6IFNZQFUG,5
170770,B00765PU2K,0,0,A13UX0SYLNJQF6,5
129579,B00142DQU4,0,0,A3C9B3PZL9628F,4
409151,B006AXEO0S,0,0,A1F4VLGK8PRUGU,5
59448,B007K68JOQ,0,0,AZV26LP92E6WU,5
437178,B00473JOLM,0,0,A1CNZFO3Z83AFG,5
354132,B002TM5458,0,0,AHRTZC2U3NHI4,5
451168,B003QDRJXY,0,0,A1BV7Y8JX6C0VQ,5
182906,B0018AXEFY,0,0,A2GREAOK4F5625,3
480085,B0042GWKYW,0,0,AXRYTD2TGOO78,5
540280,B008KAILNK,0,0,A1D1LOZNBTGYCG,5
270735,B0000VZ6HG,1,1,ATYM5XTREYEHQ,3
411544,B0033GZMXS,0,0,A26V0FYSES95IQ,3
257661,B003384O5I,0,0,A2P3BQNIAGDS8V,5
461085,B00374XQXO,0,0,A2NQ6JZV770CV,5
71537,B007HIWJHU,0,0,A1U7BHSFWLE0OQ,5
67060,B005GXQX4S,0,0,A27MLVFH1RI4VI,4
255574,B004G970YA,0,0,A3HOGJ49XCSCW7,5
449560,B003P9WU6U,0,0,A3CIVCZ7IHPFMZ,5
132584,B001R3VEY0,0,0,AU2LONXV3YT3X,5
200483,B008O2EHNC,0,0,AA9756LHFY1ND,5
200484,B008O2EHNC,0,0,A8T5A7QKSTHD0,5
549955,B002BFXYRI,0,0,A13CY6RN8ASMZG,5
325433,B005FC6T08,0,0,A2NGSNWV5MOMZQ,5
423050,B00474HDX2,0,0,A13ZFSPSJSNYQ,1
378959,B005ZBZLPI,1,1,A13Q15W2KRXCWM,5
187000,B000TV8NR2,0,0,A2582KMXLK2P06,2
276242,B008HTSJN6,0,0,A33ZFE28U8CCUA,1
96908,B003OB0H6O,0,0,A1C1GGDM7B9MOU,3
255649,B004MMOGMA,0,0,A5BQ1TSOCL4JZ,5
56220,B0039ZOZ86,1,2,A29EZL211Y66T1,1
86324,B0047MHCXU,0,0,A2KI9BQN6QHXCK,5
512773,B000E65OKQ,0,0,A33U0T0IPHDOJK,4
69850,B0029JZAIC,0,0,A1RN6JWFZTI2GL,5
507003,B001FCIIIS,0,0,A2PFBN9PVTQNTY,5
194227,B0009Y8AGI,0,0,A9FCJFUU984LT,4
3643,B004C20NH2,0,0,A29IT4Q0CBLDHK,5
269377,B006NOFYUS,1,2,A3I7WN805F3WZD,4
61202,B003OB4CMY,0,0,ART64LYEQXPQS,5
250907,B0078DQ7PE,1,1,A1N3APSF4OWEBS,3
545716,B003VZ9BM4,0,0,A1EI85PQ5NM6IN,4
459837,B000N8MPUW,0,0,A13HSEMFG0IXL5,5
543291,B006P15U8U,0,0,A3QV9YOA5ENY6U,1
200505,B007PXI6CO,0,0,A8710RWTFG3IY,5
24379,B0058EBMGO,0,0,A2Z1TSS3X356WT,5
476193,B002JV6976,0,0,ACE5SUKTOR4V3,3
480980,B000H27JI2,0,0,A2MNB77YGJ3CN0,5
342349,B0084FBLSS,0,0,A2GGNKPGMWI2WQ,5
298320,B0074CBI1W,0,0,A2OEK4I709CDJJ,4
218893,B0013E7C0S,1,1,A1RQQ2HWUGEUWA,3
211495,B0002ARSR6,0,0,A1IGS4Q2K2ETUD,5
175815,B0078DPTOY,0,0,A1C1GGDM7B9MOU,3
211710,B008JV32B6,1,1,A1ZIXALTABCTCG,5
93401,B007TGDXMU,0,0,#oc-R3B9REW4I3ER89,1
297420,B007Z2WKZ4,0,0,A2P3COBDKS5NY4,5
238580,B001FA1S5U,0,0,A31LDMID30HGAY,5
291574,B0050MDVYU,0,0,A30AWOCSPXGUAS,5
128606,B0026A2BS6,0,0,ARHOMBXBXEBM5,2
305064,B004CQYODW,0,0,A38QBGOIYRHMGW,5
195548,B0002ASMT4,0,0,A385B6A3EVD48W,3
529971,B000O2APH2,0,0,A367J374YAMAUF,1
453549,B005GNXIYQ,1,1,A2C16DNCC7NF7H,5
32524,B005LIA0DI,0,0,A2H7FG21UZLYR4,5
266195,B006ULT3WY,0,0,ADD922I60DIEO,5
49197,B0015UX574,0,0,A1MA83VDHB88B7,4
4382,B004391DK0,0,0,A22NEUHGT7RS0A,5
70966,B005XB5WEU,0,0,A1QPZMOU1XNP8A,5
317893,B005K4Q1RW,1,1,A1R6DKN9YQ2YU1,1
94987,B008ADQOXQ,0,0,A2DKVL26ZX0WGS,4
542071,B007S7OSOC,0,0,A2LK03RTCCDQR2,4
455960,B003LQQU4A,0,0,A25EHBV3NQ7YQH,5
61801,B0007XNYAS,0,0,A2NS2UMX10CLR6,1
239049,B0016JF65S,0,0,A2NCSZWB17QDCC,5
120702,B005K4Q37A,0,1,A1HBDDXIVIMVUN,5
438145,B00015UC4S,0,0,A318162R8KRE2M,5
437646,B004R9GFJU,0,0,ABD1YUOGWJJL1,5
453670,B005ER16PM,0,0,AG2PYUGS24G5X,5
28777,B0002VXZ40,0,0,A36M3SWH3DD59G,5
